gene_name	gene_id	spot_id	x	y	z	plane_id	neighbour	neighbour_array	neighbour_prob	omp_score
Bcl11b	15	0	31.831	18.766	54.317298889160156	54	1	[1, 2, 8, 9, 3, 0, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Bcl11b	15	1	40.538	5.657	30.667177200317383	30	1	[1, 2, 8, 0, 9, 3, 10]	[0.961, 0.039, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Bcl11b	15	2	10.52	30.007	31.38726043701172	31	1	[1, 8, 2, 0, 9, 15, 16]	[0.915, 0.085, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cadps2	23	3	21.896	8.504	65.72160339355469	65	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cadps2	23	4	49.776	29.246	58.33872604370117	58	2	[2, 9, 1, 3, 8, 10, 0]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cd24a	35	5	0.537	9.657	24.502710342407227	24	1	[1, 8, 0, 2, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cd24a	35	6	10.698	58.273	70.69873046875	70	8	[8, 15, 9, 1, 16, 0, 2]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Col25a1	52	7	16.364	4.545	66.89403533935547	66	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Col25a1	52	8	19.288	28.83	64.0691146850586	64	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cplx2	55	9	29.343	7.294	55.00564193725586	55	1	[1, 2, 8, 9, 0, 3, 10]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cplx2	55	10	44.538	51.758	5.375162124633789	5	8	[8, 16, 0, 1, 9, 2, 15]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cplx2	55	11	17.028	11.719	22.048110961914062	22	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cpne7	59	12	4.462	21.218	27.687095642089844	27	1	[1, 8, 2, 0, 9, 15, 16]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Cx3cr1	72	13	31.304	9.157	34.35923385620117	34	1	[1, 2, 8, 9, 0, 3, 10]	[0.891, 0.109, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Enc1	84	14	12.346	21.876	27.365459442138672	27	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Enc1	84	15	2.623	24.12	62.439395904541016	62	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Fos	95	16	12.96	46.314	67.43790435791016	67	8	[8, 1, 9, 15, 2, 0, 16]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Gad1	101	17	10.239	34.562	35.47600173950195	35	8	[8, 1, 2, 9, 15, 0, 16]	[0.562, 0.438, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Glul	107	18	19.331	22.514	40.304039001464844	40	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Id2	124	19	31.292	34.447	57.05852508544922	57	1	[1, 8, 2, 9, 15, 16, 0]	[0.948, 0.035, 0.01, 0.007, 0.0, 0.0, 0.0]	1.0
Id2	124	20	27.427	31.635	61.03675079345703	61	1	[1, 8, 2, 9, 15, 0, 3]	[0.996, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]	1.0
Id2	124	21	13.38	9.306	49.55386734008789	49	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Id2	124	22	9.128	31.106	37.68102264404297	37	1	[1, 8, 2, 9, 15, 0, 16]	[0.907, 0.093, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Igfbp5	129	23	9.908	18.32	46.54790496826172	46	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Kcnd3	135	24	23.577	50.185	62.96232986450195	62	8	[8, 9, 1, 15, 2, 16, 0]	[0.989, 0.007, 0.004, 0.0, 0.0, 0.0, 0.0]	1.0
Kcnd3	135	25	28.976	33.305	63.9540901184082	63	1	[1, 2, 8, 9, 15, 0, 3]	[0.995, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0]	1.0
Kcnd3	135	26	20.503	59.88	81.79039764404297	81	9	[9, 15, 8, 1, 16, 2, 0]	[0.684, 0.216, 0.1, 0.0, 0.0, 0.0, 0.0]	1.0
Lypd6	146	27	9.77	35.552	53.73988723754883	53	1	[1, 8, 2, 9, 15, 0, 16]	[0.979, 0.021, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Lypd6	146	28	36.158	51.088	61.22898864746094	61	9	[9, 8, 1, 2, 15, 16, 0]	[0.976, 0.023, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Marcks	149	29	20.332	15.862	65.35565185546875	65	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Marcks	149	30	16.001	50.692	64.71465301513672	64	8	[8, 1, 9, 15, 2, 16, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Marcks	149	31	36.951	67.568	46.7778205871582	46	8	[8, 16, 15, 9, 2, 1, 0]	[0.513, 0.312, 0.124, 0.051, 0.0, 0.0, 0.0]	1.0
Marcks	149	32	46.411	1.763	21.5631046295166	21	2	[2, 1, 0, 8, 3, 9, 10]	[0.969, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Marcks	149	33	13.845	23.034	39.24336242675781	39	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Meis2	150	34	31.258	42.846	43.06498718261719	43	8	[8, 1, 9, 2, 15, 16, 0]	[0.976, 0.024, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Meis2	150	35	18.37	56.731	60.68019104003906	60	8	[8, 15, 9, 1, 16, 2, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Meis2	150	36	1.796	24.325	59.602298736572266	59	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Meis2	150	37	48.093	42.873	47.87846755981445	47	9	[9, 2, 8, 1, 16, 10, 0]	[0.886, 0.104, 0.01, 0.001, 0.0, 0.0, 0.0]	1.0
Meis2	150	38	52.177	29.607	18.420047760009766	18	2	[2, 1, 8, 9, 0, 16, 10]	[0.98, 0.015, 0.005, 0.0, 0.0, 0.0, 0.0]	1.0
Neurod6	160	39	36.843	17.842	32.01631164550781	32	1	[1, 2, 8, 9, 0, 3, 10]	[0.978, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Neurod6	160	40	46.281	14.05	38.275970458984375	38	2	[2, 1, 8, 9, 3, 0, 10]	[0.971, 0.029, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Nnat	161	41	5.312	10.516	58.959110260009766	58	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Nnat	161	42	15.218	23.559	52.66665267944336	52	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Npy	168	43	27.013	5.471	28.2755184173584	28	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Parm1	180	44	13.491	24.53	39.45283508300781	39	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pcp4	181	45	3.797	23.944	48.037025451660156	48	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pcp4	181	46	29.503	15.34	64.91413116455078	64	1	[1, 2, 9, 8, 3, 0, 10]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pcp4	181	47	15.683	29.918	80.27088165283203	80	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pcp4	181	48	49.414	12.771	48.53529357910156	48	2	[2, 1, 9, 3, 8, 10, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pcp4	181	49	27.332	24.822	32.22676467895508	32	1	[1, 8, 2, 9, 0, 15, 16]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Pde1a	183	50	47.307	1.564	53.58058166503906	53	2	[2, 1, 3, 9, 0, 8, 10]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Plp1	190	51	8.427	4.495	67.3640365600586	67	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Plpp4	191	52	7.486	25.227	21.496456146240234	21	1	[1, 8, 0, 2, 15, 9, 16]	[0.991, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Plpp4	191	53	37.515	10.437	30.462600708007812	30	1	[1, 2, 8, 9, 0, 3, 10]	[0.986, 0.014, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Prkca	194	54	4.23	12.808	80.84974670410156	80	1	[1, 2, 8, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	55	44.224	25.54	42.1927490234375	42	2	[2, 1, 9, 8, 3, 10, 0]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	56	29.402	19.044	55.9265251159668	55	1	[1, 2, 8, 9, 3, 0, 10]	[0.968, 0.032, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	57	22.893	31.725	53.06813430786133	53	1	[1, 8, 2, 9, 15, 0, 16]	[0.992, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	58	9.604	20.671	58.09010314941406	58	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	59	19.067	13.2	60.37698745727539	60	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	60	21.235	47.773	29.436038970947266	29	8	[8, 1, 15, 9, 2, 16, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	61	24.112	34.65	25.700143814086914	25	8	[8, 1, 2, 9, 15, 0, 16]	[0.858, 0.142, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Qk	201	62	22.318	19.54	49.94847106933594	49	1	[1, 2, 8, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Satb1	222	63	38.448	23.369	63.237552642822266	63	2	[2, 1, 9, 8, 3, 10, 0]	[0.867, 0.133, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema3c	225	64	17.153	43.404	48.497989654541016	48	8	[8, 1, 9, 2, 15, 16, 0]	[0.936, 0.064, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema3c	225	65	30.344	31.622	42.25324249267578	42	1	[1, 8, 2, 9, 0, 15, 16]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema3c	225	66	21.56	15.466	53.645626068115234	53	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	67	21.983	25.418	45.4858283996582	45	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	68	5.301	29.312	33.382266998291016	33	1	[1, 8, 2, 0, 15, 9, 16]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	69	50.143	26.528	46.277366638183594	46	2	[2, 1, 9, 8, 3, 10, 0]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	70	13.441	34.222	98.86505126953125	98	1	[1, 9, 2, 0, 8, 15, 3]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	71	14.948	42.465	55.60054016113281	55	1	[1, 8, 9, 15, 2, 16, 0]	[0.703, 0.297, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	72	28.33	11.071	68.11164855957031	68	1	[1, 2, 9, 8, 3, 0, 10]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sema5a	226	73	34.628	24.136	40.35285186767578	40	1	[1, 2, 8, 9, 0, 3, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Serpini1	228	74	16.184	10.812	56.67475891113281	56	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc17a6	232	75	24.566	12.163	54.853275299072266	54	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc17a7	233	76	26.632	13.385	68.03813171386719	68	1	[1, 2, 9, 8, 0, 3, 10]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc1a3	236	77	21.353	36.997	56.38360595703125	56	1	[1, 8, 2, 9, 15, 0, 16]	[0.915, 0.085, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc1a3	236	78	23.961	22.513	68.66876983642578	68	1	[1, 2, 8, 9, 0, 3, 15]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc1a3	236	79	1.329	27.794	60.42409896850586	60	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Slc6a1	240	80	27.548	14.6	42.16859436035156	42	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Snca	243	81	63.657	18.975	61.39960861206055	61	2	[2, 3, 9, 10, 1, 0, 8]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Snca	243	82	44.456	6.278	68.01197814941406	68	2	[2, 1, 3, 9, 0, 8, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Snca	243	83	50.865	11.3	81.33523559570312	81	2	[2, 3, 1, 9, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Stmn1	249	84	27.758	33.375	31.763612747192383	31	8	[8, 1, 2, 9, 15, 0, 16]	[0.703, 0.297, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Sv2b	250	85	20.595	20.861	66.70246887207031	66	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	86	5.363	45.28	88.38702392578125	88	1	[1, 8, 9, 15, 0, 2, 16]	[0.973, 0.027, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	87	3.33	38.708	24.991329193115234	24	8	[8, 1, 15, 0, 2, 9, 16]	[0.941, 0.059, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	88	42.033	25.379	35.40046310424805	35	1	[1, 2, 8, 9, 3, 0, 10]	[0.868, 0.132, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	89	60.465	28.882	78.19631958007812	78	2	[2, 9, 3, 10, 1, 0, 8]	[0.679, 0.168, 0.153, 0.001, 0.0, 0.0, 0.0]	1.0
Synpr	252	90	13.164	22.492	50.69588851928711	50	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	91	8.997	1.403	45.48674011230469	45	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	92	34.02	17.859	43.38910675048828	43	1	[1, 2, 8, 9, 0, 3, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	93	23.535	17.84	69.43107604980469	69	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	94	33.374	3.631	74.12333679199219	74	1	[1, 2, 9, 3, 0, 8, 10]	[0.935, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	95	20.756	24.96	71.87921905517578	71	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Synpr	252	96	28.598	20.072	76.58958435058594	76	1	[1, 2, 9, 8, 3, 0, 10]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	97	16.683	2.779	57.76210021972656	57	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	98	12.723	18.713	57.34657669067383	57	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	99	5.223	16.528	34.37361145019531	34	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	100	37.669	0.038	47.46828079223633	47	1	[1, 2, 8, 9, 3, 0, 10]	[0.98, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	101	25.65	2.473	51.94807052612305	51	1	[1, 2, 8, 0, 9, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	102	21.629	0.328	34.19854736328125	34	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	103	0.678	10.363	59.04631423950195	59	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	104	15.7	23.54	58.753509521484375	58	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	105	26.736	15.578	70.0439682006836	70	1	[1, 2, 9, 8, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	106	31.469	15.624	77.0407943725586	77	1	[1, 2, 9, 8, 3, 0, 10]	[0.985, 0.015, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tafa1	256	107	27.794	50.017	38.59184646606445	38	8	[8, 1, 15, 9, 2, 16, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Thsd7a	260	108	47.61	60.792	52.75581359863281	52	9	[9, 16, 8, 15, 10, 2, 0]	[0.788, 0.211, 0.001, 0.0, 0.0, 0.0, 0.0]	1.0
Trp53i11	271	109	4.885	32.397	68.25565338134766	68	1	[1, 8, 2, 9, 0, 15, 16]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tshz2	272	110	26.191	11.026	61.820613861083984	61	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Tshz2	272	111	4.883	12.81	45.45059585571289	45	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	112	10.916	17.078	86.29965209960938	86	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	113	20.743	24.984	69.86871337890625	69	1	[1, 2, 8, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	114	7.818	43.074	47.60012435913086	47	8	[8, 1, 15, 9, 2, 0, 16]	[0.958, 0.042, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	115	29.611	5.774	56.127071380615234	56	1	[1, 2, 8, 9, 0, 3, 10]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	116	20.201	29.688	42.12355041503906	42	1	[1, 8, 2, 9, 15, 0, 16]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	117	20.536	4.207	58.31930160522461	58	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	118	37.892	32.661	61.343910217285156	61	2	[2, 1, 9, 8, 3, 10, 0]	[0.622, 0.353, 0.025, 0.001, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	119	10.976	20.434	48.2706184387207	48	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	120	1.759	0.04	38.06166458129883	38	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	121	26.859	3.607	49.50979232788086	49	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	122	1.425	16.926	63.28433609008789	63	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	123	34.451	29.473	70.13943481445312	70	1	[1, 2, 9, 8, 3, 10, 0]	[0.646, 0.347, 0.007, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	124	28.048	38.508	64.09037780761719	64	1	[1, 8, 9, 2, 15, 16, 0]	[0.933, 0.055, 0.01, 0.003, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	125	10.021	30.671	55.11967086791992	55	1	[1, 8, 2, 9, 15, 0, 16]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	126	25.046	13.053	76.07649993896484	76	1	[1, 2, 9, 8, 0, 3, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	127	30.212	22.442	47.364479064941406	47	1	[1, 2, 8, 9, 0, 3, 15]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	128	26.866	21.627	48.00413513183594	48	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	129	26.378	8.584	41.464962005615234	41	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	130	31.897	50.719	56.18550109863281	56	8	[8, 9, 1, 2, 15, 16, 0]	[0.945, 0.054, 0.001, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	131	13.779	26.389	82.69535827636719	82	1	[1, 2, 8, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	132	23.61	21.066	33.86091613769531	33	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	133	17.246	13.245	55.74904251098633	55	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	134	11.314	1.098	49.38534164428711	49	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	135	46.215	23.562	44.500911712646484	44	2	[2, 1, 9, 8, 3, 10, 0]	[0.983, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	136	16.39	12.085	50.599693298339844	50	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	137	7.863	20.898	57.57576370239258	57	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	138	28.26	4.732	24.514219284057617	24	1	[1, 2, 8, 0, 9, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	139	26.573	63.413	40.54927444458008	40	8	[8, 15, 16, 9, 1, 2, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	140	23.279	24.302	47.33333969116211	47	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	141	15.386	18.449	28.87440299987793	28	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	142	39.028	14.956	62.113250732421875	62	2	[2, 1, 9, 8, 3, 0, 10]	[0.81, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	143	22.107	46.935	58.69316864013672	58	8	[8, 1, 9, 2, 15, 16, 0]	[0.979, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	144	14.779	8.933	31.39568328857422	31	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	145	63.223	32.784	49.45250701904297	49	2	[2, 9, 3, 10, 1, 8, 0]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	146	10.09	26.787	54.387855529785156	54	1	[1, 8, 2, 9, 15, 0, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	147	16.395	29.082	61.044193267822266	61	1	[1, 8, 2, 9, 15, 0, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	148	24.451	33.651	8.085212707519531	8	8	[8, 1, 2, 0, 9, 15, 16]	[0.969, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	149	17.131	42.706	77.46234893798828	77	1	[1, 8, 9, 2, 15, 0, 16]	[0.9, 0.095, 0.005, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	150	27.503	60.422	75.79916381835938	75	9	[9, 8, 15, 1, 16, 2, 0]	[0.968, 0.03, 0.002, 0.0, 0.0, 0.0, 0.0]	1.0
