gene_name	gene_id	spot_id	x	y	z	plane_id	neighbour	neighbour_array	neighbour_prob	omp_score
Cadps2	23	14555	149.164	132.781	50.700199127197266	50	26	[26, 25, 33, 32, 19, 27, 0]	[0.947, 0.053, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14556	167.708	137.051	80.09048461914062	80	26	[26, 33, 27, 34, 19, 32, 0]	[0.995, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14557	162.472	111.511	63.36425018310547	63	26	[26, 19, 27, 25, 20, 18, 0]	[0.934, 0.066, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14558	169.766	112.271	33.488582611083984	33	19	[19, 27, 26, 20, 25, 18, 0]	[0.444, 0.323, 0.198, 0.035, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14559	129.024	134.036	61.308963775634766	61	25	[25, 26, 32, 24, 33, 31, 0]	[0.996, 0.002, 0.002, 0.0, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14560	195.488	108.727	56.51227951049805	56	27	[27, 20, 19, 26, 28, 21, 0]	[0.99, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cadps2	23	14561	155.019	149.46	32.15134048461914	32	33	[33, 25, 26, 32, 34, 27, 0]	[0.643, 0.29, 0.059, 0.007, 0.0, 0.0, 0.0]	26.0
Calb2	25	14562	176.795	154.237	35.22045135498047	35	34	[34, 33, 27, 26, 32, 25, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Calb2	25	14563	183.19	127.753	78.04462432861328	78	26	[26, 27, 33, 34, 19, 20, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Calb2	25	14564	158.606	145.452	64.1961898803711	64	26	[26, 33, 32, 34, 25, 27, 0]	[0.897, 0.103, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Car4	27	14565	123.025	134.541	75.76249694824219	75	32	[32, 25, 26, 24, 31, 33, 0]	[0.939, 0.04, 0.015, 0.005, 0.001, 0.0, 0.0]	26.0
Car4	27	14566	168.999	134.992	78.05550384521484	78	26	[26, 33, 27, 34, 19, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Car4	27	14567	166.685	135.096	62.44001770019531	62	26	[26, 33, 27, 34, 19, 25, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Car4	27	14568	192.93	120.119	85.28983306884766	85	26	[26, 27, 19, 20, 33, 28, 0]	[0.746, 0.254, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14569	168.524	122.44	92.25696563720703	92	26	[26, 19, 33, 27, 0, 25, 34]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14570	168.233	124.021	60.67671203613281	60	26	[26, 27, 19, 33, 25, 34, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14571	145.267	124.426	99.07964324951172	99	26	[26, 33, 19, 25, 32, 0, 24]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14572	194.426	176.968	90.48171997070312	90	33	[33, 34, 35, 0, 26, 27, 28]	[0.982, 0.018, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14573	179.006	145.296	82.47920227050781	82	33	[33, 26, 27, 34, 19, 32, 0]	[0.868, 0.132, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14574	163.119	142.948	49.624874114990234	49	26	[26, 33, 27, 34, 25, 32, 0]	[0.587, 0.413, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14575	151.605	143.89	67.69651794433594	67	33	[33, 26, 32, 25, 27, 34, 0]	[0.654, 0.346, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14576	146.036	122.603	71.91769409179688	71	26	[26, 25, 19, 33, 32, 18, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14577	152.758	122.348	103.21430969238281	103	26	[26, 33, 19, 0, 25, 32, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14578	146.787	150.355	69.93324279785156	69	33	[33, 26, 32, 25, 31, 34, 0]	[0.993, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14579	152.35	139.335	69.0797348022461	69	26	[26, 33, 32, 25, 19, 27, 0]	[0.921, 0.079, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cck	31	14580	164.749	147.919	45.22160720825195	45	33	[33, 26, 34, 27, 25, 32, 0]	[0.951, 0.049, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh13	41	14581	153.539	146.041	54.46792984008789	54	33	[33, 26, 25, 32, 34, 27, 0]	[0.655, 0.345, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14582	170.25	142.833	64.3646240234375	64	26	[26, 33, 34, 27, 32, 25, 0]	[0.591, 0.409, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14583	178.825	123.434	64.69718170166016	64	26	[26, 27, 19, 33, 20, 34, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14584	148.78	137.126	57.06200408935547	57	26	[26, 33, 25, 32, 19, 27, 0]	[0.988, 0.012, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14585	155.328	105.932	61.97346115112305	61	19	[19, 26, 18, 25, 20, 27, 0]	[0.723, 0.277, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14586	174.189	137.449	61.824371337890625	61	26	[26, 33, 27, 34, 19, 25, 0]	[0.984, 0.016, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cdh9	42	14587	169.709	130.084	46.552974700927734	46	26	[26, 27, 33, 19, 34, 25, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14588	147.565	138.338	68.1665267944336	68	26	[26, 33, 25, 32, 19, 27, 0]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14589	157.263	118.32	12.3294677734375	12	25	[25, 18, 26, 19, 27, 20, 0]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14590	186.145	97.175	44.258785247802734	44	20	[20, 19, 27, 26, 13, 21, 0]	[0.995, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14591	171.343	130.868	91.04557037353516	91	26	[26, 33, 27, 19, 34, 0, 32]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14592	194.634	142.612	51.82380294799805	51	27	[27, 34, 26, 33, 28, 35, 0]	[0.925, 0.075, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14593	155.284	132.005	79.42326354980469	79	26	[26, 33, 19, 25, 32, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14594	163.334	152.102	68.43643951416016	68	33	[33, 26, 32, 34, 27, 25, 0]	[0.989, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14595	157.839	98.836	34.30167007446289	34	19	[19, 18, 26, 20, 25, 12, 0]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14596	146.783	141.844	60.02716064453125	60	26	[26, 33, 25, 32, 19, 27, 0]	[0.935, 0.063, 0.001, 0.001, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14597	161.686	167.837	89.95356750488281	89	33	[33, 26, 32, 34, 0, 27, 25]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14598	171.391	138.158	60.10514450073242	60	26	[26, 33, 27, 34, 19, 25, 0]	[0.994, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrm1	45	14599	181.336	127.586	84.19185638427734	84	26	[26, 27, 33, 19, 34, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrnb2	48	14600	154.403	128.859	51.69630432128906	51	26	[26, 25, 33, 19, 27, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Chrnb2	48	14601	151.809	121.258	53.5331916809082	53	26	[26, 25, 19, 18, 33, 27, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14602	197.32	125.691	75.63761901855469	75	27	[27, 26, 34, 28, 33, 20, 0]	[0.995, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14603	180.61	121.336	87.5095443725586	87	26	[26, 27, 19, 33, 34, 0, 20]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14604	164.339	96.272	74.43140411376953	74	19	[19, 26, 12, 27, 20, 18, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14605	147.085	118.28	42.290489196777344	42	25	[25, 26, 19, 18, 33, 32, 0]	[0.646, 0.35, 0.004, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14606	173.383	129.051	70.82257843017578	70	26	[26, 27, 33, 19, 34, 25, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14607	171.862	103.002	87.08203887939453	87	19	[19, 26, 27, 12, 20, 0, 33]	[0.507, 0.493, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14608	166.043	99.296	34.60530090332031	34	19	[19, 20, 26, 18, 27, 25, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cnr1	50	14609	138.12	154.477	54.82433319091797	54	32	[32, 33, 25, 26, 31, 24, 0]	[0.952, 0.048, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Col23a1	51	14610	147.651	119.425	35.11100387573242	35	25	[25, 26, 18, 19, 32, 27, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14611	179.36	120.473	58.954463958740234	58	26	[26, 27, 19, 20, 33, 34, 0]	[0.81, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14612	178.992	150.854	70.7006607055664	70	33	[33, 26, 34, 27, 32, 35, 0]	[0.989, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14613	140.297	105.953	46.64270782470703	46	25	[25, 18, 19, 26, 11, 17, 0]	[0.554, 0.331, 0.113, 0.002, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14614	188.258	120.66	83.88326263427734	83	26	[26, 27, 19, 33, 20, 34, 0]	[0.95, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14615	177.815	120.928	69.24171447753906	69	26	[26, 27, 19, 33, 20, 34, 0]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14616	202.933	123.32	68.0706787109375	68	27	[27, 28, 26, 20, 34, 21, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14617	162.408	155.26	51.485469818115234	51	33	[33, 26, 34, 32, 27, 25, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cplx2	55	14618	145.538	110.061	47.364688873291016	47	25	[25, 19, 26, 18, 27, 32, 0]	[0.565, 0.317, 0.099, 0.019, 0.0, 0.0, 0.0]	26.0
Cpne2	57	14619	192.908	136.243	65.50176239013672	65	27	[27, 34, 26, 33, 28, 35, 0]	[0.953, 0.036, 0.011, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne2	57	14620	167.657	94.575	82.27320861816406	82	19	[19, 26, 12, 20, 27, 0, 18]	[0.992, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne2	57	14621	167.12	153.356	15.238147735595703	15	34	[34, 33, 27, 25, 26, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14622	159.602	84.826	101.04608154296875	101	19	[19, 26, 12, 0, 11, 18, 20]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14623	181.006	120.962	60.6407470703125	60	26	[26, 27, 19, 20, 33, 34, 0]	[0.969, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14624	189.358	119.847	81.71149444580078	81	26	[26, 27, 19, 33, 34, 20, 0]	[0.984, 0.016, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14625	173.134	146.549	65.04529571533203	65	26	[26, 33, 34, 27, 32, 25, 0]	[0.672, 0.327, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14626	145.539	133.821	72.08026885986328	72	26	[26, 33, 25, 32, 19, 24, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14627	162.355	142.045	50.5460205078125	50	26	[26, 33, 27, 34, 25, 32, 0]	[0.983, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14628	152.336	109.206	78.32003021240234	78	26	[26, 19, 25, 18, 33, 27, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14629	162.823	109.432	56.437103271484375	56	26	[26, 19, 27, 25, 20, 18, 0]	[0.965, 0.035, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14630	213.049	106.439	87.96530151367188	87	27	[27, 21, 28, 20, 26, 19, 0]	[0.51, 0.489, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14631	165.116	102.213	63.57439041137695	63	19	[19, 26, 27, 20, 12, 18, 0]	[0.665, 0.335, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14632	207.805	111.961	89.1141128540039	89	27	[27, 26, 21, 28, 20, 19, 0]	[0.997, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14633	183.786	127.383	83.91386413574219	83	26	[26, 27, 33, 19, 34, 0, 20]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14634	134.597	119.576	98.79827880859375	98	26	[26, 19, 25, 33, 24, 0, 32]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14635	105.281	135.962	75.34953308105469	75	24	[24, 31, 32, 25, 26, 23, 0]	[0.501, 0.499, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14636	201.974	149.737	34.36870193481445	34	34	[34, 27, 35, 28, 33, 26, 0]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14637	193.383	135.843	67.43795013427734	67	27	[27, 26, 34, 33, 28, 35, 0]	[0.947, 0.048, 0.005, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14638	176.458	97.336	59.775386810302734	59	19	[19, 26, 20, 27, 12, 13, 0]	[0.989, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14639	145.212	112.75	72.60498046875	72	26	[26, 19, 25, 18, 33, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14640	156.718	119.923	44.38669967651367	44	26	[26, 25, 19, 27, 18, 33, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14641	146.813	144.492	55.58224105834961	55	26	[26, 33, 32, 25, 34, 27, 0]	[0.908, 0.09, 0.002, 0.001, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14642	188.771	127.828	65.32164764404297	65	27	[27, 26, 34, 33, 19, 20, 0]	[0.613, 0.387, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14643	151.414	154.848	79.46569061279297	79	33	[33, 26, 32, 25, 34, 31, 0]	[0.995, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14644	203.62	119.013	63.164913177490234	63	27	[27, 26, 28, 20, 34, 21, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14645	159.582	117.622	85.85420989990234	85	26	[26, 19, 33, 27, 25, 0, 32]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14646	144.044	107.893	65.52342224121094	65	26	[26, 19, 25, 18, 33, 24, 0]	[0.97, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14647	192.657	161.483	76.02640533447266	76	34	[34, 33, 26, 27, 35, 0, 28]	[0.889, 0.111, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14648	139.959	132.106	58.153045654296875	58	26	[26, 25, 32, 33, 19, 18, 0]	[0.969, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14649	149.722	109.057	58.26310729980469	58	26	[26, 19, 25, 18, 27, 33, 0]	[0.964, 0.035, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14650	152.637	153.917	68.86898040771484	68	33	[33, 26, 32, 25, 34, 27, 0]	[0.988, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14651	128.959	114.19	58.76851272583008	58	25	[25, 26, 18, 19, 24, 32, 0]	[0.977, 0.021, 0.002, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14652	118.496	101.408	57.30867385864258	57	18	[18, 25, 17, 24, 19, 11, 0]	[0.918, 0.081, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14653	150.33	137.127	46.23558044433594	46	26	[26, 25, 33, 32, 27, 19, 0]	[0.993, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14654	160.101	149.088	39.01784896850586	39	33	[33, 26, 34, 25, 32, 27, 0]	[0.628, 0.371, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14655	151.445	150.415	52.66929626464844	52	33	[33, 26, 32, 25, 34, 27, 0]	[0.844, 0.154, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14656	163.152	112.143	58.431392669677734	58	26	[26, 19, 27, 25, 20, 18, 0]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14657	177.357	151.205	94.16124725341797	94	33	[33, 26, 34, 27, 0, 32, 35]	[0.954, 0.046, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14658	152.817	129.033	58.46007537841797	58	26	[26, 25, 33, 19, 32, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14659	163.124	124.549	42.7032585144043	42	26	[26, 27, 19, 25, 33, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14660	127.414	132.866	65.02037048339844	65	25	[25, 26, 32, 24, 33, 31, 0]	[0.877, 0.116, 0.007, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14661	158.821	82.771	81.2029800415039	81	19	[19, 12, 26, 11, 18, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14662	160.098	152.252	53.591346740722656	53	33	[33, 26, 34, 32, 25, 27, 0]	[0.952, 0.048, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14663	158.964	112.299	49.09475326538086	49	26	[26, 19, 25, 27, 18, 20, 0]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14664	150.455	135.662	76.31889343261719	76	26	[26, 33, 32, 25, 19, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14665	188.724	111.428	80.95758056640625	80	26	[26, 27, 19, 20, 21, 28, 0]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14666	187.938	123.814	73.38361358642578	73	26	[26, 27, 19, 33, 34, 20, 0]	[0.929, 0.071, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14667	92.491	138.325	70.14746856689453	70	31	[31, 24, 23, 32, 25, 30, 0]	[0.581, 0.419, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14668	147.402	114.48	80.09089660644531	80	26	[26, 19, 25, 33, 18, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14669	197.009	141.543	39.93080520629883	39	27	[27, 34, 26, 28, 35, 33, 0]	[0.588, 0.412, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14670	146.655	172.908	67.30773162841797	67	33	[33, 32, 26, 34, 31, 25, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14671	170.501	121.696	77.9178695678711	77	26	[26, 19, 27, 33, 34, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14672	144.911	119.639	50.0646858215332	50	26	[26, 25, 19, 18, 33, 32, 0]	[0.959, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14673	154.426	125.918	94.65876007080078	94	26	[26, 33, 19, 25, 0, 32, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14674	168.272	134.846	77.28085327148438	77	26	[26, 33, 27, 19, 34, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14675	157.16	102.3	58.22535705566406	58	19	[19, 26, 18, 25, 27, 20, 0]	[0.793, 0.207, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14676	185.581	139.79	80.40399169921875	80	26	[26, 33, 27, 34, 19, 0, 28]	[0.992, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0]	26.0
Cpne7	59	14677	183.949	117.371	67.10157775878906	67	26	[26, 27, 19, 20, 33, 34, 0]	[0.967, 0.032, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14678	140.34	135.994	79.55038452148438	79	26	[26, 33, 32, 25, 24, 19, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14679	197.763	142.246	61.69329833984375	61	27	[27, 34, 26, 28, 33, 35, 0]	[0.98, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14680	164.597	137.538	32.69050216674805	32	26	[26, 27, 25, 33, 34, 32, 0]	[0.993, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14681	162.499	123.065	60.297122955322266	60	26	[26, 19, 27, 33, 25, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14682	166.343	123.086	62.093360900878906	62	26	[26, 27, 19, 33, 25, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14683	151.174	117.771	60.2279167175293	60	26	[26, 19, 25, 18, 33, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Crym	65	14684	161.269	132.912	65.56925964355469	65	26	[26, 33, 27, 25, 19, 32, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14685	185.154	118.261	53.954933166503906	53	27	[27, 26, 20, 19, 34, 28, 0]	[0.959, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14686	166.105	127.989	79.49249267578125	79	26	[26, 33, 19, 27, 25, 34, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14687	154.603	165.393	92.11572265625	92	33	[33, 26, 32, 0, 34, 31, 25]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14688	197.157	152.185	48.18524932861328	48	34	[34, 27, 33, 35, 26, 28, 0]	[0.992, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14689	166.265	127.456	88.13221740722656	88	26	[26, 33, 19, 27, 25, 34, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14690	178.822	173.977	66.80524444580078	66	33	[33, 34, 26, 27, 32, 35, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14691	192.924	100.766	50.5044059753418	50	20	[20, 27, 19, 26, 21, 13, 0]	[0.945, 0.055, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14692	139.961	125.989	99.92765808105469	99	26	[26, 33, 19, 25, 32, 0, 24]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14693	160.725	137.702	53.93940734863281	53	26	[26, 33, 25, 27, 32, 34, 0]	[0.995, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14694	118.554	113.896	63.88966369628906	63	25	[25, 24, 18, 26, 17, 32, 0]	[0.974, 0.021, 0.006, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14695	146.91	129.497	67.40956115722656	67	26	[26, 25, 33, 32, 19, 18, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14696	138.283	116.456	61.592227935791016	61	26	[26, 25, 19, 18, 32, 24, 0]	[0.764, 0.235, 0.001, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14697	154.712	137.644	52.232601165771484	52	26	[26, 33, 25, 32, 27, 19, 0]	[0.995, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14698	173.061	143.466	40.01972198486328	40	26	[26, 27, 33, 34, 25, 32, 0]	[0.569, 0.229, 0.106, 0.096, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14699	154.243	100.032	76.34675598144531	76	19	[19, 26, 18, 12, 25, 27, 0]	[0.897, 0.103, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14700	170.522	139.371	84.11621856689453	84	26	[26, 33, 27, 34, 19, 32, 0]	[0.975, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14701	146.892	130.912	60.594966888427734	60	26	[26, 25, 33, 32, 19, 18, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14702	170.394	122.996	51.259552001953125	51	26	[26, 27, 19, 33, 25, 20, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14703	188.685	123.075	55.50377655029297	55	27	[27, 26, 20, 34, 19, 28, 0]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	26.0
Ctsb	66	14704	156.919	101.974	42.413124084472656	42	19	[19, 26, 18, 25, 20, 27, 0]	[0.993, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0]	26.0
